"name","info","season","club","nation.","pass","app","pos.","avg_pass"
" Kieran Gibbs","England","2010/11"," Arsenal  "," England",217,7,"DF",31
" Kieran Gibbs","England","2011/12"," Arsenal  "," England",621,16,"DF",38.8125
" Kieran Gibbs","England","2012/13"," Arsenal  "," England",1108,27,"DF",41.037037037037
" Kieran Gibbs","England","2013/14"," Arsenal  "," England",1089,28,"DF",38.8928571428571
" Kieran Gibbs","England","2014/15"," Arsenal  "," England",888,22,"DF",40.3636363636364
" Kieran Gibbs","England","2015/16"," Arsenal  "," England",198,15,"DF",13.2
" Kieran Richardson","England","2006/07","  - "," England",310,15,"DF",20.6666666666667
" Kieran Richardson","England","2007/08","  - "," England",362,17,"DF",21.2941176470588
" Kieran Richardson","England","2008/09","  - "," England",1126,32,"DF",35.1875
" Kieran Richardson","England","2009/10","  - "," England",949,29,"DF",32.7241379310345
" Kieran Richardson","England","2010/11","  - "," England",825,26,"DF",31.7307692307692
" Kieran Richardson","England","2011/12","  - "," England",903,29,"DF",31.1379310344828
" Kieran Richardson","England","2012/13","  - "," England",380,15,"DF",25.3333333333333
" Kieran Richardson","England","2013/14","  - "," England",854,31,"DF",27.5483870967742
" Kieran Richardson","England","2014/15","  - "," England",499,22,"DF",22.6818181818182
" Kieran Richardson","England","2015/16","  - "," England",269,11,"DF",24.4545454545455
" Kieran Trippier","England","2014/15","  - "," England",1681,38,"DF",44.2368421052632
" Kieran Trippier","England","2015/16"," Tottenham Hotspur  "," England",265,6,"DF",44.1666666666667
" Kolo Touré","Cote D'Ivoire","2006/07","  - "," Cote D'Ivoire",1540,35,"DF",44
" Kolo Touré","Cote D'Ivoire","2007/08","  - "," Cote D'Ivoire",1223,30,"DF",40.7666666666667
" Kolo Touré","Cote D'Ivoire","2008/09","  - "," Cote D'Ivoire",977,29,"DF",33.6896551724138
" Kolo Touré","Cote D'Ivoire","2009/10","  - "," Cote D'Ivoire",1160,31,"DF",37.4193548387097
" Kolo Touré","Cote D'Ivoire","2010/11","  - "," Cote D'Ivoire",931,22,"DF",42.3181818181818
" Kolo Touré","Cote D'Ivoire","2011/12","  - "," Cote D'Ivoire",435,14,"DF",31.0714285714286
" Kolo Touré","Cote D'Ivoire","2012/13","  - "," Cote D'Ivoire",430,15,"DF",28.6666666666667
" Kolo Touré","Cote D'Ivoire","2013/14","  - "," Cote D'Ivoire",707,20,"DF",35.35
" Kolo Touré","Cote D'Ivoire","2014/15","  - "," Cote D'Ivoire",339,12,"DF",28.25
" Kolo Touré","Cote D'Ivoire","2015/16","  - "," Cote D'Ivoire",465,14,"DF",33.2142857142857
" Kurt Zouma","France","2014/15"," Chelsea  "," France",260,15,"DF",17.3333333333333
" Kurt Zouma","France","2015/16"," Chelsea  "," France",736,23,"DF",32
" Kyle Bartley","England","2012/13","  - "," England",84,2,"DF",42
" Kyle Bartley","England","2013/14","  - "," England",36,2,"DF",18
" Kyle Bartley","England","2014/15","  - "," England",347,7,"DF",49.5714285714286
" Kyle Bartley","England","2015/16","  - "," England",127,5,"DF",25.4
" Kyle Naughton","England","2009/10","  - "," England",NA,1,"DF",NA
" Kyle Naughton","England","2011/12","  - "," England",1261,32,"DF",39.40625
" Kyle Naughton","England","2012/13","  - "," England",666,14,"DF",47.5714285714286
" Kyle Naughton","England","2013/14","  - "," England",1018,22,"DF",46.2727272727273
" Kyle Naughton","England","2014/15"," Swansea City  "," England",670,15,"DF",44.6666666666667
" Kyle Naughton","England","2015/16"," Swansea City  "," England",1081,27,"DF",40.037037037037
" Kyle Walker","England","2009/10"," Tottenham Hotspur  "," England",54,2,"DF",27
" Kyle Walker","England","2010/11"," Tottenham Hotspur  "," England",625,16,"DF",39.0625
" Kyle Walker","England","2011/12"," Tottenham Hotspur  "," England",1775,37,"DF",47.972972972973
" Kyle Walker","England","2012/13"," Tottenham Hotspur  "," England",1599,36,"DF",44.4166666666667
" Kyle Walker","England","2013/14"," Tottenham Hotspur  "," England",1395,26,"DF",53.6538461538462
" Kyle Walker","England","2014/15"," Tottenham Hotspur  "," England",755,15,"DF",50.3333333333333
" Kyle Walker","England","2015/16"," Tottenham Hotspur  "," England",1250,33,"DF",37.8787878787879
" Lamine Diatta","Senegal","2007/08","  - "," Senegal",5,2,"DF",2.5
" Lamine Koné","Cote D'Ivoire","2015/16"," Sunderland  "," Cote D'Ivoire",402,15,"DF",26.8
" Lars Jacobsen","Denmark","2008/09","  - "," Denmark",140,5,"DF",28
" Lars Jacobsen","Denmark","2009/10","  - "," Denmark",305,13,"DF",23.4615384615385
" Lars Jacobsen","Denmark","2010/11","  - "," Denmark",714,24,"DF",29.75
" Lauren","Cameroon","2006/07","  - "," Cameroon",286,10,"DF",28.6
" Lauren","Cameroon","2007/08","  - "," Cameroon",385,15,"DF",25.6666666666667
" Laurent Koscielny","France","2010/11"," Arsenal  "," France",1136,30,"DF",37.8666666666667
" Laurent Koscielny","France","2011/12"," Arsenal  "," France",1698,33,"DF",51.4545454545455
" Laurent Koscielny","France","2012/13"," Arsenal  "," France",765,25,"DF",30.6
" Laurent Koscielny","France","2013/14"," Arsenal  "," France",1269,32,"DF",39.65625
" Laurent Koscielny","France","2014/15"," Arsenal  "," France",1156,27,"DF",42.8148148148148
" Laurent Koscielny","France","2015/16"," Arsenal  "," France",1691,33,"DF",51.2424242424242
" Leandro Bacuna","Curacao","2013/14","  - "," Curacao",1008,35,"DF",28.8
" Leandro Bacuna","Curacao","2014/15","  - "," Curacao",577,19,"DF",30.3684210526316
" Leandro Bacuna","Curacao","2015/16","  - "," Curacao",1133,31,"DF",36.5483870967742
" Ledley King","England","2006/07","  - "," England",713,21,"DF",33.9523809523809
" Ledley King","England","2007/08","  - "," England",105,4,"DF",26.25
" Ledley King","England","2008/09","  - "," England",747,24,"DF",31.125
" Ledley King","England","2009/10","  - "," England",538,20,"DF",26.9
" Ledley King","England","2010/11","  - "," England",232,6,"DF",38.6666666666667
" Ledley King","England","2011/12","  - "," England",833,21,"DF",39.6666666666667
" Lee Young-Pyo","South Korea","2006/07","  - "," South Korea",720,21,"DF",34.2857142857143
" Lee Young-Pyo","South Korea","2007/08","  - "," South Korea",621,18,"DF",34.5
" Leigh Bromby","England","2006/07","  - "," England",344,17,"DF",20.2352941176471
" Leighton Baines","England","2006/07","  - "," England",1050,35,"DF",30
" Leighton Baines","England","2007/08"," Everton  "," England",397,22,"DF",18.0454545454545
" Leighton Baines","England","2008/09"," Everton  "," England",1092,31,"DF",35.2258064516129
" Leighton Baines","England","2009/10"," Everton  "," England",1464,37,"DF",39.5675675675676
" Leighton Baines","England","2010/11"," Everton  "," England",1467,38,"DF",38.6052631578947
" Leighton Baines","England","2011/12"," Everton  "," England",1340,33,"DF",40.6060606060606
" Leighton Baines","England","2012/13"," Everton  "," England",1663,38,"DF",43.7631578947368
" Leighton Baines","England","2013/14"," Everton  "," England",1521,32,"DF",47.53125
" Leighton Baines","England","2014/15"," Everton  "," England",1520,31,"DF",49.0322580645161
" Leighton Baines","England","2015/16"," Everton  "," England",756,18,"DF",42
" Lennard Sowah","Germany","2009/10","  - "," Germany",93,5,"DF",18.6
" Leon Barnett","England","2008/09","  - "," England",259,11,"DF",23.5454545454545
" Leon Barnett","England","2011/12","  - "," England",298,17,"DF",17.5294117647059
" Leon Barnett","England","2012/13","  - "," England",156,8,"DF",19.5
" Leon Cort","Guyana","2008/09","  - "," Guyana",84,11,"DF",7.63636363636364
" Leon Cort","Guyana","2009/10","  - "," Guyana",252,15,"DF",16.8
" Lewin Nyatanga","Wales","2007/08","  - "," Wales",46,2,"DF",23
" Liam Cooper","Scotland","2009/10","  - "," Scotland",21,2,"DF",10.5
" Liam Moore","England","2014/15","  - "," England",254,11,"DF",23.0909090909091
" Liam O'Neil","England","2013/14","  - "," England",8,3,"DF",2.66666666666667
" Liam Ridgewell","England","2006/07","  - "," England",663,21,"DF",31.5714285714286
" Liam Ridgewell","England","2007/08","  - "," England",739,35,"DF",21.1142857142857
" Liam Ridgewell","England","2009/10","  - "," England",851,31,"DF",27.4516129032258
" Liam Ridgewell","England","2010/11","  - "," England",1152,36,"DF",32
" Liam Ridgewell","England","2011/12","  - "," England",427,13,"DF",32.8461538461538
" Liam Ridgewell","England","2012/13","  - "," England",968,30,"DF",32.2666666666667
" Liam Ridgewell","England","2013/14","  - "," England",1204,33,"DF",36.4848484848485
" Liam Rosenior","England","2006/07","  - "," England",1315,38,"DF",34.6052631578947
" Liam Rosenior","England","2007/08","  - "," England",358,17,"DF",21.0588235294118
" Liam Rosenior","England","2013/14","  - "," England",967,29,"DF",33.3448275862069
" Liam Rosenior","England","2014/15","  - "," England",292,13,"DF",22.4615384615385
" Linvoy Primus","England","2006/07","  - "," England",838,36,"DF",23.2777777777778
" Linvoy Primus","England","2008/09","  - "," England",4,1,"DF",4
" Lloyd Doyley","Jamaica","2006/07","  - "," Jamaica",401,21,"DF",19.0952380952381
" Lorik Cana","Albania","2009/10","  - "," Albania",1020,31,"DF",32.9032258064516
" Louis Laing","England","2010/11","  - "," England",1,1,"DF",1
" Lubomir Michalik","Slovakia","2006/07","  - "," Slovakia",79,4,"DF",19.75
" Lubomir Michalik","Slovakia","2007/08","  - "," Slovakia",94,7,"DF",13.4285714285714
" Lucas Neill","Australia","2006/07","  - "," Australia",1378,31,"DF",44.4516129032258
" Lucas Neill","Australia","2007/08","  - "," Australia",1499,34,"DF",44.0882352941176
" Lucas Neill","Australia","2008/09","  - "," Australia",1451,34,"DF",42.6764705882353
" Lucas Neill","Australia","2009/10","  - "," Australia",390,12,"DF",32.5
" Lucien Aubey","France","2007/08","  - "," France",66,3,"DF",22
" Luke Garbutt","England","2013/14","  - "," England",2,1,"DF",2
" Luke Garbutt","England","2014/15","  - "," England",128,4,"DF",32
" Luke Shaw","England","2012/13","  - "," England",715,25,"DF",28.6
" Luke Shaw","England","2013/14","  - "," England",1402,35,"DF",40.0571428571429
" Luke Shaw","England","2014/15"," Manchester United  "," England",541,16,"DF",33.8125
" Luke Shaw","England","2015/16"," Manchester United  "," England",271,5,"DF",54.2
" Luke Young","England","2006/07","  - "," England",1117,29,"DF",38.5172413793103
" Luke Young","England","2007/08","  - "," England",1149,35,"DF",32.8285714285714
" Luke Young","England","2008/09","  - "," England",1077,34,"DF",31.6764705882353
" Luke Young","England","2009/10","  - "," England",475,16,"DF",29.6875
" Luke Young","England","2010/11","  - "," England",882,23,"DF",38.3478260869565
" Luke Young","England","2011/12","  - "," England",781,25,"DF",31.24
" Madjid Bougherra","Algeria","2006/07","  - "," Algeria",55,5,"DF",11
" Maicon","Brazil","2012/13","  - "," Brazil",309,9,"DF",34.3333333333333
" Malky MacKay","Scotland","2006/07","  - "," Scotland",298,14,"DF",21.2857142857143
" Manuel da Costa","Morocco","2009/10","  - "," Morocco",413,15,"DF",27.5333333333333
" Manuel da Costa","Morocco","2010/11","  - "," Morocco",437,16,"DF",27.3125
" Mapou Yanga-Mbiwa","France","2012/13","  - "," France",404,14,"DF",28.8571428571429
" Mapou Yanga-Mbiwa","France","2013/14","  - "," France",624,23,"DF",27.1304347826087
" Marc Edworthy","England","2007/08","  - "," England",166,9,"DF",18.4444444444444
" Marc Muniesa","Spain","2013/14"," Stoke City  "," Spain",351,13,"DF",27
" Marc Muniesa","Spain","2014/15"," Stoke City  "," Spain",569,19,"DF",29.9473684210526
" Marc Muniesa","Spain","2015/16"," Stoke City  "," Spain",530,15,"DF",35.3333333333333
" Marc Tierney","England","2011/12","  - "," England",575,17,"DF",33.8235294117647
" Marc Tierney","England","2012/13","  - "," England",41,1,"DF",41
" Marc Wilson","Ireland","2008/09","  - "," Ireland",85,3,"DF",28.3333333333333
" Marc Wilson","Ireland","2009/10","  - "," Ireland",797,28,"DF",28.4642857142857
" Marc Wilson","Ireland","2010/11","  - "," Ireland",631,28,"DF",22.5357142857143
" Marc Wilson","Ireland","2011/12","  - "," Ireland",959,35,"DF",27.4
" Marc Wilson","Ireland","2012/13","  - "," Ireland",468,19,"DF",24.6315789473684
" Marc Wilson","Ireland","2013/14","  - "," Ireland",1201,33,"DF",36.3939393939394
" Marc Wilson","Ireland","2014/15","  - "," Ireland",932,27,"DF",34.5185185185185
" Marc Wilson","Ireland","2015/16","  - "," Ireland",113,4,"DF",28.25
" Marcin Wasilewski","Poland","2014/15"," Leicester City  "," Poland",564,25,"DF",22.56
" Marcin Wasilewski","Poland","2015/16"," Leicester City  "," Poland",73,4,"DF",18.25
" Marcos Alonso","Spain","2010/11","  - "," Spain",145,4,"DF",36.25
" Marcos Alonso","Spain","2011/12","  - "," Spain",166,5,"DF",33.2
" Marcos Alonso","Spain","2013/14","  - "," Spain",619,16,"DF",38.6875
" Marcos Angeleri","Argentina","2010/11","  - "," Argentina",4,2,"DF",2
" Marcos Rojo","Argentina","2014/15"," Manchester United  "," Argentina",1324,22,"DF",60.1818181818182
" Marcos Rojo","Argentina","2015/16"," Manchester United  "," Argentina",700,16,"DF",43.75
" Marek Cech","Slovakia","2008/09","  - "," Slovakia",122,8,"DF",15.25
" Marek Cech","Slovakia","2010/11","  - "," Slovakia",540,15,"DF",36
" Mario Melchiot","Netherlands","2007/08","  - "," Netherlands",980,31,"DF",31.6129032258065
" Mario Melchiot","Netherlands","2008/09","  - "," Netherlands",1268,34,"DF",37.2941176470588
" Mario Melchiot","Netherlands","2009/10","  - "," Netherlands",1372,32,"DF",42.875
" Mark Hudson","England","2013/14","  - "," England",93,2,"DF",46.5
" Markus Olsson","Sweden","2011/12","  - "," Sweden",235,12,"DF",19.5833333333333
" Martin Cranie","England","2007/08","  - "," England",16,2,"DF",8
" Martín Demichelis","Argentina","2013/14","  - "," Argentina",1423,27,"DF",52.7037037037037
" Martín Demichelis","Argentina","2014/15","  - "," Argentina",1375,31,"DF",44.3548387096774
" Martín Demichelis","Argentina","2015/16","  - "," Argentina",551,20,"DF",27.55
" Martin Jiranek","Czech Republic","2010/11","  - "," Czech Republic",153,10,"DF",15.3
" Martin Kelly","England","2009/10","  - "," England",12,1,"DF",12
" Martin Kelly","England","2010/11","  - "," England",277,11,"DF",25.1818181818182
" Martin Kelly","England","2011/12","  - "," England",356,12,"DF",29.6666666666667
" Martin Kelly","England","2012/13","  - "," England",175,4,"DF",43.75
" Martin Kelly","England","2013/14","  - "," England",51,5,"DF",10.2
" Martin Kelly","England","2014/15"," Crystal Palace  "," England",674,31,"DF",21.741935483871
" Martin Kelly","England","2015/16"," Crystal Palace  "," England",379,13,"DF",29.1538461538462
" Martin Laursen","Denmark","2006/07","  - "," Denmark",458,14,"DF",32.7142857142857
" Martin Laursen","Denmark","2007/08","  - "," Denmark",1011,38,"DF",26.6052631578947
" Martin Laursen","Denmark","2008/09","  - "," Denmark",472,19,"DF",24.8421052631579
" Martin Olsson","Sweden","2007/08","  - "," Sweden",7,2,"DF",3.5
" Martin Olsson","Sweden","2008/09","  - "," Sweden",150,9,"DF",16.6666666666667
" Martin Olsson","Sweden","2009/10","  - "," Sweden",402,21,"DF",19.1428571428571
" Martin Olsson","Sweden","2010/11","  - "," Sweden",594,29,"DF",20.4827586206897
" Martin Olsson","Sweden","2011/12","  - "," Sweden",719,27,"DF",26.6296296296296
" Martin Olsson","Sweden","2013/14","  - "," Sweden",1157,34,"DF",34.0294117647059
" Martin Olsson","Sweden","2015/16","  - "," Sweden",479,24,"DF",19.9583333333333
" Martin Skrtel","Slovakia","2007/08","  - "," Slovakia",489,14,"DF",34.9285714285714
" Martin Skrtel","Slovakia","2008/09","  - "," Slovakia",1030,21,"DF",49.0476190476191
" Martin Skrtel","Slovakia","2009/10","  - "," Slovakia",682,19,"DF",35.8947368421053
" Martin Skrtel","Slovakia","2010/11","  - "," Slovakia",1425,38,"DF",37.5
" Martin Skrtel","Slovakia","2011/12","  - "," Slovakia",1503,34,"DF",44.2058823529412
" Martin Skrtel","Slovakia","2012/13","  - "," Slovakia",1155,25,"DF",46.2
" Martin Skrtel","Slovakia","2013/14","  - "," Slovakia",1760,36,"DF",48.8888888888889
" Martin Skrtel","Slovakia","2014/15","  - "," Slovakia",1727,33,"DF",52.3333333333333
" Martin Skrtel","Slovakia","2015/16","  - "," Slovakia",1173,22,"DF",53.3181818181818
" Martin Taylor","England","2007/08","  - "," England",47,4,"DF",11.75
" Massadio Haidara","France","2012/13","  - "," France",58,4,"DF",14.5
" Massadio Haidara","France","2013/14","  - "," France",170,11,"DF",15.4545454545455
" Massadio Haidara","France","2014/15","  - "," France",459,15,"DF",30.6
" Massadio Haidara","France","2015/16","  - "," France",230,7,"DF",32.8571428571429
" Mat Sadler","England","2007/08","  - "," England",84,5,"DF",16.8
" Mathieu Debuchy","France","2012/13","  - "," France",450,14,"DF",32.1428571428571
" Mathieu Debuchy","France","2013/14","  - "," France",1014,29,"DF",34.9655172413793
" Mathieu Debuchy","France","2014/15"," Arsenal  "," France",369,10,"DF",36.9
" Mathieu Debuchy","France","2015/16"," Arsenal  "," France",79,2,"DF",39.5
" Matija Nastasic","Serbia","2012/13","  - "," Serbia",968,21,"DF",46.0952380952381
" Matija Nastasic","Serbia","2013/14","  - "," Serbia",603,13,"DF",46.3846153846154
" Matt Doherty","Ireland","2011/12","  - "," Ireland",18,1,"DF",18
" Matt Jackson","England","2006/07","  - "," England",429,20,"DF",21.45
" Matt Miazga","United States","2015/16","  - "," United States",90,2,"DF",45
" Matt Mills","England","2006/07","  - "," England",24,1,"DF",24
" Matt Targett","England","2014/15"," Southampton  "," England",103,6,"DF",17.1666666666667
" Matt Targett","England","2015/16"," Southampton  "," England",404,14,"DF",28.8571428571429
" Matt Upson","England","2006/07","  - "," England",13,2,"DF",6.5
" Matt Upson","England","2007/08","  - "," England",977,29,"DF",33.6896551724138
" Matt Upson","England","2008/09","  - "," England",1235,37,"DF",33.3783783783784
" Matt Upson","England","2009/10","  - "," England",1133,33,"DF",34.3333333333333
" Matt Upson","England","2010/11","  - "," England",751,30,"DF",25.0333333333333
" Matt Upson","England","2011/12","  - "," England",232,14,"DF",16.5714285714286
" Matt Upson","England","2012/13","  - "," England",29,1,"DF",29
" Matt Upson","England","2014/15","  - "," England",122,5,"DF",24.4
" Matteo Darmian","Italy","2015/16"," Manchester United  "," Italy",934,28,"DF",33.3571428571429
" Matthew Bates","England","2006/07","  - "," England",26,1,"DF",26
" Matthew Bates","England","2008/09","  - "," England",547,17,"DF",32.1764705882353
" Matthew Briggs","Guyana","2006/07","  - "," Guyana",6,1,"DF",6
" Matthew Briggs","Guyana","2010/11","  - "," Guyana",43,3,"DF",14.3333333333333
" Matthew Briggs","Guyana","2011/12","  - "," Guyana",35,2,"DF",17.5
" Matthew Briggs","Guyana","2012/13","  - "," Guyana",124,5,"DF",24.8
" Matthew Briggs","Guyana","2013/14","  - "," Guyana",30,2,"DF",15
" Matthew Connolly","England","2011/12","  - "," England",122,6,"DF",20.3333333333333
" Matthew Connolly","England","2013/14","  - "," England",97,3,"DF",32.3333333333333
" Matthew Hill","England","2009/10","  - "," England",66,2,"DF",33
" Matthew Kilgallon","England","2006/07","  - "," England",128,6,"DF",21.3333333333333
" Matthew Kilgallon","England","2009/10","  - "," England",180,7,"DF",25.7142857142857
" Matthew Kilgallon","England","2011/12","  - "," England",205,10,"DF",20.5
" Matthew Kilgallon","England","2012/13","  - "," England",177,6,"DF",29.5
" Matthew Lowton","England","2012/13","  - "," England",1365,37,"DF",36.8918918918919
" Matthew Lowton","England","2013/14","  - "," England",677,23,"DF",29.4347826086957
" Matthew Lowton","England","2014/15","  - "," England",323,12,"DF",26.9166666666667
" Matthew Pennington","England","2015/16","  - "," England",169,4,"DF",42.25
" Maya Yoshida","Japan","2012/13"," Southampton  "," Japan",1399,32,"DF",43.71875
" Maya Yoshida","Japan","2013/14"," Southampton  "," Japan",363,8,"DF",45.375
" Maya Yoshida","Japan","2014/15"," Southampton  "," Japan",1004,22,"DF",45.6363636363636
" Maya Yoshida","Japan","2015/16"," Southampton  "," Japan",485,20,"DF",24.25
" Maynor Figueroa","Honduras","2007/08","  - "," Honduras",21,2,"DF",10.5
" Maynor Figueroa","Honduras","2008/09","  - "," Honduras",1073,38,"DF",28.2368421052632
" Maynor Figueroa","Honduras","2009/10","  - "," Honduras",1322,35,"DF",37.7714285714286
" Maynor Figueroa","Honduras","2010/11","  - "," Honduras",1302,33,"DF",39.4545454545455
" Maynor Figueroa","Honduras","2011/12","  - "," Honduras",1857,38,"DF",48.8684210526316
" Maynor Figueroa","Honduras","2012/13","  - "," Honduras",1717,33,"DF",52.030303030303
" Maynor Figueroa","Honduras","2013/14","  - "," Honduras",1145,32,"DF",35.78125
" Maynor Figueroa","Honduras","2014/15","  - "," Honduras",95,3,"DF",31.6666666666667
" Micah Richards","England","2006/07","  - "," England",673,28,"DF",24.0357142857143
" Micah Richards","England","2007/08","  - "," England",676,25,"DF",27.04
" Micah Richards","England","2008/09","  - "," England",858,34,"DF",25.2352941176471
" Micah Richards","England","2009/10","  - "," England",570,23,"DF",24.7826086956522
" Micah Richards","England","2010/11","  - "," England",483,18,"DF",26.8333333333333
" Micah Richards","England","2011/12","  - "," England",776,29,"DF",26.7586206896552
" Micah Richards","England","2012/13","  - "," England",237,7,"DF",33.8571428571429
" Micah Richards","England","2013/14","  - "," England",71,2,"DF",35.5
" Micah Richards","England","2015/16","  - "," England",717,24,"DF",29.875
" Michael Ball","England","2006/07","  - "," England",354,12,"DF",29.5
" Michael Ball","England","2007/08","  - "," England",784,28,"DF",28
" Michael Ball","England","2008/09","  - "," England",329,8,"DF",41.125
" Michael Dawson","England","2006/07","  - "," England",1352,37,"DF",36.5405405405405
" Michael Dawson","England","2007/08","  - "," England",888,27,"DF",32.8888888888889
" Michael Dawson","England","2008/09","  - "," England",480,16,"DF",30
" Michael Dawson","England","2009/10","  - "," England",1068,29,"DF",36.8275862068966
" Michael Dawson","England","2010/11","  - "," England",1052,24,"DF",43.8333333333333
" Michael Dawson","England","2011/12","  - "," England",289,7,"DF",41.2857142857143
" Michael Dawson","England","2012/13","  - "," England",1069,27,"DF",39.5925925925926
" Michael Dawson","England","2013/14","  - "," England",1572,32,"DF",49.125
" Michael Dawson","England","2014/15"," Hull City  "," England",922,28,"DF",32.9285714285714
" Michael Duberry","England","2006/07","  - "," England",168,8,"DF",21
" Michael Duberry","England","2007/08","  - "," England",173,13,"DF",13.3076923076923
" Michael Duff","Northern Ireland","2009/10","  - "," Northern Ireland",288,11,"DF",26.1818181818182
" Michael Duff","Northern Ireland","2014/15","  - "," Northern Ireland",640,21,"DF",30.4761904761905
" Michael Gray","England","2006/07","  - "," England",441,11,"DF",40.0909090909091
" Michael Harriman","Ireland","2011/12","  - "," Ireland",7,1,"DF",7
" Michael Harriman","Ireland","2012/13","  - "," Ireland",26,1,"DF",26
" Michael Johnson","Jamaica","2007/08","  - "," Jamaica",46,3,"DF",15.3333333333333
" Michael Keane","England","2014/15","  - "," England",644,22,"DF",29.2727272727273
" Michael Mancienne","England","2008/09","  - "," England",93,4,"DF",23.25
" Michael Mancienne","England","2009/10","  - "," England",683,30,"DF",22.7666666666667
" Michael Mancienne","England","2010/11","  - "," England",413,16,"DF",25.8125
" Michael Turner","England","2008/09","  - "," England",853,38,"DF",22.4473684210526
" Michael Turner","England","2009/10","  - "," England",856,33,"DF",25.9393939393939
" Michael Turner","England","2010/11","  - "," England",444,15,"DF",29.6
" Michael Turner","England","2011/12","  - "," England",631,24,"DF",26.2916666666667
" Michael Turner","England","2012/13","  - "," England",569,26,"DF",21.8846153846154
" Michael Turner","England","2013/14","  - "," England",676,22,"DF",30.7272727272727
" Míchel Salgado","Spain","2009/10","  - "," Spain",407,21,"DF",19.3809523809524
" Míchel Salgado","Spain","2010/11","  - "," Spain",793,36,"DF",22.0277777777778
" Míchel Salgado","Spain","2011/12","  - "," Spain",189,9,"DF",21
" Miguel Britos","Uruguay","2015/16"," Watford  "," Uruguay",786,24,"DF",32.75
" Miguel Layún","Mexico","2015/16","  - "," Mexico",52,3,"DF",17.3333333333333
" Mikael Silvestre","France","2006/07","  - "," France",315,14,"DF",22.5
" Mikael Silvestre","France","2007/08","  - "," France",71,3,"DF",23.6666666666667
" Mikael Silvestre","France","2008/09","  - "," France",469,14,"DF",33.5
" Mikael Silvestre","France","2009/10","  - "," France",443,12,"DF",36.9166666666667
" Mike Williamson","England","2010/11","  - "," England",801,29,"DF",27.6206896551724
" Mike Williamson","England","2011/12","  - "," England",720,22,"DF",32.7272727272727
" Mike Williamson","England","2012/13","  - "," England",569,19,"DF",29.9473684210526
" Mike Williamson","England","2013/14","  - "," England",1065,33,"DF",32.2727272727273
" Mike Williamson","England","2014/15","  - "," England",958,31,"DF",30.9032258064516
" Miles Addison","England","2007/08","  - "," England",7,1,"DF",7
" Milos Veljkovic","Serbia","2013/14","  - "," Serbia",43,2,"DF",21.5
" Modibo Diakité","France","2013/14","  - "," France",271,7,"DF",38.7142857142857
" Mohammed Camara","Guinea","2007/08","  - "," Guinea",10,1,"DF",10
" Moritz Volz","Germany","2006/07","  - "," Germany",585,29,"DF",20.1724137931034
" Moritz Volz","Germany","2007/08","  - "," Germany",159,9,"DF",17.6666666666667
" Nacho Monreal","Spain","2012/13"," Arsenal  "," Spain",432,10,"DF",43.2
" Nacho Monreal","Spain","2013/14"," Arsenal  "," Spain",720,23,"DF",31.304347826087
" Nacho Monreal","Spain","2014/15"," Arsenal  "," Spain",1247,28,"DF",44.5357142857143
" Nacho Monreal","Spain","2015/16"," Arsenal  "," Spain",1844,37,"DF",49.8378378378378
" Nadir Belhadj","Algeria","2008/09","  - "," Algeria",1080,29,"DF",37.2413793103448
" Nadir Belhadj","Algeria","2009/10","  - "," Algeria",689,19,"DF",36.2631578947368
" Nathan Aké","Netherlands","2012/13","  - "," Netherlands",51,3,"DF",17
" Nathan Aké","Netherlands","2013/14","  - "," Netherlands",4,1,"DF",4
" Nathan Aké","Netherlands","2014/15","  - "," Netherlands",16,1,"DF",16
" Nathan Aké","Netherlands","2015/16","  - "," Netherlands",609,24,"DF",25.375
" Nathan Ashton","England","2007/08","  - "," England",11,1,"DF",11
" Nathan Baker","England","2010/11","  - "," England",84,4,"DF",21
" Nathan Baker","England","2011/12","  - "," England",108,8,"DF",13.5
" Nathan Baker","England","2012/13","  - "," England",696,26,"DF",26.7692307692308
" Nathan Baker","England","2013/14","  - "," England",693,30,"DF",23.1
" Nathan Baker","England","2014/15","  - "," England",192,11,"DF",17.4545454545455
" Nathaniel Clyne","England","2012/13","  - "," England",1329,34,"DF",39.0882352941176
" Nathaniel Clyne","England","2013/14","  - "," England",969,25,"DF",38.76
" Nathaniel Clyne","England","2014/15","  - "," England",1503,35,"DF",42.9428571428571
" Nathaniel Clyne","England","2015/16"," Liverpool  "," England",1510,33,"DF",45.7575757575758
" Neal Eardley","Wales","2010/11","  - "," Wales",1144,31,"DF",36.9032258064516
" Nedum Onuoha","England","2006/07","  - "," England",360,18,"DF",20
" Nedum Onuoha","England","2007/08","  - "," England",488,16,"DF",30.5
" Nedum Onuoha","England","2008/09","  - "," England",754,23,"DF",32.7826086956522
" Nedum Onuoha","England","2009/10","  - "," England",238,10,"DF",23.8
" Nedum Onuoha","England","2010/11","  - "," England",941,31,"DF",30.3548387096774
" Nedum Onuoha","England","2011/12","  - "," England",412,17,"DF",24.2352941176471
" Nedum Onuoha","England","2012/13","  - "," England",508,23,"DF",22.0869565217391
" Nedum Onuoha","England","2014/15","  - "," England",661,23,"DF",28.7391304347826
" Neil Taylor","Wales","2011/12","  - "," Wales",1703,36,"DF",47.3055555555556
" Neil Taylor","Wales","2012/13","  - "," Wales",147,6,"DF",24.5
" Neil Taylor","Wales","2013/14","  - "," Wales",283,10,"DF",28.3
" Neil Taylor","Wales","2014/15","  - "," Wales",1294,34,"DF",38.0588235294118
