"name","info","season","club","nation.","pos.","df_value","pass","app","avg_pass","avg_df_value","df_stats"
" Joey O'Brien","Ireland","2008/09","  - "," Ireland","DF",22,127,7,18.1428571428571,3.14285714285714,"Clearances"
" Joey O'Brien","Ireland","2012/13","  - "," Ireland","DF",165,936,33,28.3636363636364,5,"Clearances"
" Joey O'Brien","Ireland","2013/14","  - "," Ireland","DF",60,449,17,26.4117647058824,3.52941176470588,"Clearances"
" Joey O'Brien","Ireland","2014/15","  - "," Ireland","DF",33,179,9,19.8888888888889,3.66666666666667,"Clearances"
" Johan Djourou","Switzerland","2006/07","  - "," Switzerland","DF",106,764,21,36.3809523809524,5.04761904761905,"Clearances"
" Johan Djourou","Switzerland","2007/08","  - "," Switzerland","DF",114,322,15,21.4666666666667,7.6,"Clearances"
" Johan Djourou","Switzerland","2008/09","  - "," Switzerland","DF",111,466,15,31.0666666666667,7.4,"Clearances"
" Johan Djourou","Switzerland","2009/10","  - "," Switzerland","DF",1,19,1,19,1,"Clearances"
" Johan Djourou","Switzerland","2010/11","  - "," Switzerland","DF",137,877,22,39.8636363636364,6.22727272727273,"Clearances"
" Johan Djourou","Switzerland","2011/12","  - "," Switzerland","DF",42,638,18,35.4444444444444,2.33333333333333,"Clearances"
" John Arne Riise","Norway","2006/07","  - "," Norway","DF",121,1136,33,34.4242424242424,3.66666666666667,"Clearances"
" John Arne Riise","Norway","2007/08","  - "," Norway","DF",140,810,29,27.9310344827586,4.82758620689655,"Clearances"
" John Arne Riise","Norway","2011/12","  - "," Norway","DF",108,1404,36,39,3,"Clearances"
" John Arne Riise","Norway","2012/13","  - "," Norway","DF",114,1164,31,37.5483870967742,3.67741935483871,"Clearances"
" John Arne Riise","Norway","2013/14","  - "," Norway","DF",88,556,20,27.8,4.4,"Clearances"
" John Heitinga","Netherlands","2009/10","  - "," Netherlands","DF",165,1070,31,34.5161290322581,5.32258064516129,"Clearances"
" John Heitinga","Netherlands","2010/11","  - "," Netherlands","DF",56,719,27,26.6296296296296,2.07407407407407,"Clearances"
" John Heitinga","Netherlands","2011/12","  - "," Netherlands","DF",162,951,30,31.7,5.4,"Clearances"
" John Heitinga","Netherlands","2012/13","  - "," Netherlands","DF",93,609,26,23.4230769230769,3.57692307692308,"Clearances"
" John Heitinga","Netherlands","2013/14","  - "," Netherlands","DF",95,402,15,26.8,6.33333333333333,"Clearances"
" John Johnson","England","2008/09","  - "," England","DF",1,9,1,9,1,"Clearances"
" John Mensah","Ghana","2009/10","  - "," Ghana","DF",94,327,16,20.4375,5.875,"Clearances"
" John Mensah","Ghana","2010/11","  - "," Ghana","DF",107,398,18,22.1111111111111,5.94444444444444,"Clearances"
" John O'Shea","Ireland","2006/07","  - "," Ireland","DF",66,1040,32,32.5,2.0625,"Clearances"
" John O'Shea","Ireland","2007/08","  - "," Ireland","DF",111,578,28,20.6428571428571,3.96428571428571,"Clearances"
" John O'Shea","Ireland","2008/09","  - "," Ireland","DF",98,1187,30,39.5666666666667,3.26666666666667,"Clearances"
" John O'Shea","Ireland","2009/10","  - "," Ireland","DF",31,622,15,41.4666666666667,2.06666666666667,"Clearances"
" John O'Shea","Ireland","2010/11","  - "," Ireland","DF",49,822,20,41.1,2.45,"Clearances"
" John O'Shea","Ireland","2011/12"," Sunderland  "," Ireland","DF",161,1004,29,34.6206896551724,5.55172413793103,"Clearances"
" John O'Shea","Ireland","2012/13"," Sunderland  "," Ireland","DF",270,965,34,28.3823529411765,7.94117647058824,"Clearances"
" John O'Shea","Ireland","2013/14"," Sunderland  "," Ireland","DF",170,1268,33,38.4242424242424,5.15151515151515,"Clearances"
" John O'Shea","Ireland","2014/15"," Sunderland  "," Ireland","DF",182,1347,37,36.4054054054054,4.91891891891892,"Clearances"
" John O'Shea","Ireland","2015/16"," Sunderland  "," Ireland","DF",183,590,28,21.0714285714286,6.53571428571429,"Clearances"
" John Pantsil","Ghana","2006/07","  - "," Ghana","DF",11,148,5,29.6,2.2,"Clearances"
" John Pantsil","Ghana","2007/08","  - "," Ghana","DF",57,306,14,21.8571428571429,4.07142857142857,"Clearances"
" John Pantsil","Ghana","2008/09","  - "," Ghana","DF",243,1720,37,46.4864864864865,6.56756756756757,"Clearances"
" John Pantsil","Ghana","2009/10","  - "," Ghana","DF",120,941,22,42.7727272727273,5.45454545454545,"Clearances"
" John Pantsil","Ghana","2010/11","  - "," Ghana","DF",84,692,16,43.25,5.25,"Clearances"
" John Stones","England","2013/14","  - "," England","DF",87,776,21,36.9523809523809,4.14285714285714,"Clearances"
" John Stones","England","2014/15","  - "," England","DF",138,1037,23,45.0869565217391,6,"Clearances"
" John Stones","England","2015/16","  - "," England","DF",127,1566,33,47.4545454545455,3.84848484848485,"Clearances"
" John Terry","England","2006/07"," Chelsea  "," England","DF",160,1221,28,43.6071428571429,5.71428571428571,"Clearances"
" John Terry","England","2007/08"," Chelsea  "," England","DF",219,988,23,42.9565217391304,9.52173913043478,"Clearances"
" John Terry","England","2008/09"," Chelsea  "," England","DF",250,1783,35,50.9428571428571,7.14285714285714,"Clearances"
" John Terry","England","2009/10"," Chelsea  "," England","DF",252,1906,37,51.5135135135135,6.81081081081081,"Clearances"
" John Terry","England","2010/11"," Chelsea  "," England","DF",169,1927,33,58.3939393939394,5.12121212121212,"Clearances"
" John Terry","England","2011/12"," Chelsea  "," England","DF",181,1826,31,58.9032258064516,5.83870967741935,"Clearances"
" John Terry","England","2012/13"," Chelsea  "," England","DF",71,557,14,39.7857142857143,5.07142857142857,"Clearances"
" John Terry","England","2013/14"," Chelsea  "," England","DF",224,1709,34,50.2647058823529,6.58823529411765,"Clearances"
" John Terry","England","2014/15"," Chelsea  "," England","DF",217,1604,38,42.2105263157895,5.71052631578947,"Clearances"
" John Terry","England","2015/16"," Chelsea  "," England","DF",88,924,24,38.5,3.66666666666667,"Clearances"
" Joleon Lescott","England","2006/07","  - "," England","DF",262,1087,38,28.6052631578947,6.89473684210526,"Clearances"
" Joleon Lescott","England","2007/08","  - "," England","DF",471,1116,38,29.3684210526316,12.3947368421053,"Clearances"
" Joleon Lescott","England","2008/09","  - "," England","DF",349,1280,36,35.5555555555556,9.69444444444444,"Clearances"
" Joleon Lescott","England","2009/10","  - "," England","DF",149,680,19,35.7894736842105,7.84210526315789,"Clearances"
" Joleon Lescott","England","2010/11","  - "," England","DF",133,819,22,37.2272727272727,6.04545454545455,"Clearances"
" Joleon Lescott","England","2011/12","  - "," England","DF",157,1419,31,45.7741935483871,5.06451612903226,"Clearances"
" Joleon Lescott","England","2012/13","  - "," England","DF",124,823,26,31.6538461538462,4.76923076923077,"Clearances"
" Joleon Lescott","England","2013/14","  - "," England","DF",45,427,10,42.7,4.5,"Clearances"
" Joleon Lescott","England","2014/15","  - "," England","DF",202,1059,34,31.1470588235294,5.94117647058824,"Clearances"
" Joleon Lescott","England","2015/16"," Aston Villa  "," England","DF",186,1061,32,33.15625,5.8125,"Clearances"
" Jon Flanagan","England","2010/11","  - "," England","DF",20,292,7,41.7142857142857,2.85714285714286,"Clearances"
" Jon Flanagan","England","2011/12","  - "," England","DF",9,198,5,39.6,1.8,"Clearances"
" Jon Flanagan","England","2013/14","  - "," England","DF",75,886,23,38.5217391304348,3.26086956521739,"Clearances"
" Jon Flanagan","England","2015/16","  - "," England","DF",17,254,5,50.8,3.4,"Clearances"
" Jonas Olsson","Sweden","2008/09","  - "," Sweden","DF",282,879,28,31.3928571428571,10.0714285714286,"Clearances"
" Jonas Olsson","Sweden","2010/11","  - "," Sweden","DF",229,716,24,29.8333333333333,9.54166666666667,"Clearances"
" Jonas Olsson","Sweden","2011/12","  - "," Sweden","DF",224,1123,33,34.030303030303,6.78787878787879,"Clearances"
" Jonas Olsson","Sweden","2012/13","  - "," Sweden","DF",254,1226,36,34.0555555555556,7.05555555555556,"Clearances"
" Jonas Olsson","Sweden","2013/14","  - "," Sweden","DF",298,1007,32,31.46875,9.3125,"Clearances"
" Jonas Olsson","Sweden","2014/15","  - "," Sweden","DF",35,330,13,25.3846153846154,2.69230769230769,"Clearances"
" Jonas Olsson","Sweden","2015/16","  - "," Sweden","DF",127,576,28,20.5714285714286,4.53571428571429,"Clearances"
" Jonathan Fortune","England","2006/07","  - "," England","DF",52,173,8,21.625,6.5,"Clearances"
" Jonathan Grounds","England","2007/08","  - "," England","DF",35,123,5,24.6,7,"Clearances"
" Jonathan Grounds","England","2008/09","  - "," England","DF",14,36,2,18,7,"Clearances"
" Jonathan Parr","Norway","2013/14","  - "," Norway","DF",32,183,15,12.2,2.13333333333333,"Clearances"
" Jonathan Spector","United States","2006/07","  - "," United States","DF",110,628,25,25.12,4.4,"Clearances"
" Jonathan Spector","United States","2007/08","  - "," United States","DF",148,464,26,17.8461538461538,5.69230769230769,"Clearances"
" Jonathan Spector","United States","2008/09","  - "," United States","DF",53,152,9,16.8888888888889,5.88888888888889,"Clearances"
" Jonathan Spector","United States","2009/10","  - "," United States","DF",148,839,27,31.0740740740741,5.48148148148148,"Clearances"
" Jonathan Spector","United States","2010/11","  - "," United States","DF",23,265,14,18.9285714285714,1.64285714285714,"Clearances"
" Jonathan Woodgate","England","2006/07","  - "," England","DF",229,822,30,27.4,7.63333333333333,"Clearances"
" Jonathan Woodgate","England","2007/08","  - "," England","DF",432,711,28,25.3928571428571,15.4285714285714,"Clearances"
" Jonathan Woodgate","England","2008/09","  - "," England","DF",365,1068,34,31.4117647058824,10.7352941176471,"Clearances"
" Jonathan Woodgate","England","2009/10","  - "," England","DF",17,53,3,17.6666666666667,5.66666666666667,"Clearances"
" Jonathan Woodgate","England","2011/12","  - "," England","DF",130,290,17,17.0588235294118,7.64705882352941,"Clearances"
" Jonjoe Kenny","England","2015/16","  - "," England","DF",4,22,1,22,4,"Clearances"
" Jonny Evans","Northern Ireland","2007/08","  - "," Northern Ireland","DF",170,474,15,31.6,11.3333333333333,"Clearances"
" Jonny Evans","Northern Ireland","2008/09","  - "," Northern Ireland","DF",141,748,17,44,8.29411764705882,"Clearances"
" Jonny Evans","Northern Ireland","2009/10","  - "," Northern Ireland","DF",144,843,18,46.8333333333333,8,"Clearances"
" Jonny Evans","Northern Ireland","2010/11","  - "," Northern Ireland","DF",73,583,13,44.8461538461538,5.61538461538461,"Clearances"
" Jonny Evans","Northern Ireland","2011/12","  - "," Northern Ireland","DF",225,1418,29,48.8965517241379,7.75862068965517,"Clearances"
" Jonny Evans","Northern Ireland","2012/13","  - "," Northern Ireland","DF",190,1124,23,48.8695652173913,8.26086956521739,"Clearances"
" Jonny Evans","Northern Ireland","2013/14","  - "," Northern Ireland","DF",132,805,17,47.3529411764706,7.76470588235294,"Clearances"
" Jonny Evans","Northern Ireland","2014/15","  - "," Northern Ireland","DF",70,838,14,59.8571428571429,5,"Clearances"
" Jonny Evans","Northern Ireland","2015/16"," West Bromwich Albion  "," Northern Ireland","DF",104,984,30,32.8,3.46666666666667,"Clearances"
" Jordan Amavi","France","2015/16","  - "," France","DF",32,368,10,36.8,3.2,"Clearances"
" Jordan Spence","England","2009/10","  - "," England","DF",NA,1,1,1,NA,"Clearances"
" Jordan Spence","England","2010/11","  - "," England","DF",9,69,2,34.5,4.5,"Clearances"
" Jordan Spence","England","2012/13","  - "," England","DF",1,12,4,3,0.25,"Clearances"
" Jordan Stewart","England","2006/07","  - "," England","DF",136,776,31,25.0322580645161,4.38709677419355,"Clearances"
" Jordi Amat","Spain","2013/14"," Swansea City  "," Spain","DF",77,676,17,39.7647058823529,4.52941176470588,"Clearances"
" Jordi Amat","Spain","2014/15"," Swansea City  "," Spain","DF",37,339,10,33.9,3.7,"Clearances"
" Jordi Amat","Spain","2015/16"," Swansea City  "," Spain","DF",28,193,8,24.125,3.5,"Clearances"
" Jores Okore","Denmark","2013/14","  - "," Denmark","DF",15,92,3,30.6666666666667,5,"Clearances"
" Jores Okore","Denmark","2014/15","  - "," Denmark","DF",149,894,23,38.8695652173913,6.47826086956522,"Clearances"
" Jores Okore","Denmark","2015/16","  - "," Denmark","DF",83,330,12,27.5,6.91666666666667,"Clearances"
" Jos Hooiveld","Netherlands","2012/13","  - "," Netherlands","DF",190,971,25,38.84,7.6,"Clearances"
" Jos Hooiveld","Netherlands","2013/14","  - "," Netherlands","DF",22,164,3,54.6666666666667,7.33333333333333,"Clearances"
" José Bosingwa","Portugal","2008/09","  - "," Portugal","DF",87,1592,34,46.8235294117647,2.55882352941176,"Clearances"
" José Bosingwa","Portugal","2009/10","  - "," Portugal","DF",21,320,8,40,2.625,"Clearances"
" José Bosingwa","Portugal","2010/11","  - "," Portugal","DF",28,700,20,35,1.4,"Clearances"
" José Bosingwa","Portugal","2011/12","  - "," Portugal","DF",72,1163,27,43.0740740740741,2.66666666666667,"Clearances"
" José Bosingwa","Portugal","2012/13","  - "," Portugal","DF",84,909,23,39.5217391304348,3.65217391304348,"Clearances"
" José Enrique","Spain","2007/08","  - "," Spain","DF",95,837,23,36.3913043478261,4.1304347826087,"Clearances"
" José Enrique","Spain","2008/09","  - "," Spain","DF",78,1074,26,41.3076923076923,3,"Clearances"
" José Enrique","Spain","2010/11","  - "," Spain","DF",61,1662,36,46.1666666666667,1.69444444444444,"Clearances"
" José Enrique","Spain","2011/12","  - "," Spain","DF",47,1824,35,52.1142857142857,1.34285714285714,"Clearances"
" José Enrique","Spain","2012/13","  - "," Spain","DF",49,1304,29,44.9655172413793,1.68965517241379,"Clearances"
" José Enrique","Spain","2013/14","  - "," Spain","DF",20,326,8,40.75,2.5,"Clearances"
" José Enrique","Spain","2014/15","  - "," Spain","DF",11,108,4,27,2.75,"Clearances"
" José Fonte","Portugal","2012/13","  - "," Portugal","DF",238,1214,27,44.962962962963,8.81481481481481,"Clearances"
" José Fonte","Portugal","2013/14","  - "," Portugal","DF",297,1929,36,53.5833333333333,8.25,"Clearances"
" José Fonte","Portugal","2014/15","  - "," Portugal","DF",200,1958,37,52.9189189189189,5.40540540540541,"Clearances"
" José Fonte","Portugal","2015/16","  - "," Portugal","DF",224,1622,37,43.8378378378378,6.05405405405405,"Clearances"
" José Holebas","Greece","2015/16"," Watford  "," Greece","DF",34,413,11,37.5454545454545,3.09090909090909,"Clearances"
" Joseph Gomez","England","2015/16"," Liverpool  "," England","DF",18,222,5,44.4,3.6,"Clearances"
" Joseph Yobo","Nigeria","2006/07","  - "," Nigeria","DF",316,1028,38,27.0526315789474,8.31578947368421,"Clearances"
" Joseph Yobo","Nigeria","2007/08","  - "," Nigeria","DF",368,674,30,22.4666666666667,12.2666666666667,"Clearances"
" Joseph Yobo","Nigeria","2008/09","  - "," Nigeria","DF",292,725,27,26.8518518518519,10.8148148148148,"Clearances"
" Joseph Yobo","Nigeria","2009/10","  - "," Nigeria","DF",169,361,17,21.2352941176471,9.94117647058824,"Clearances"
" Joseph Yobo","Nigeria","2013/14","  - "," Nigeria","DF",63,219,8,27.375,7.875,"Clearances"
" Juan Carlos Paredes","Ecuador","2015/16","  - "," Ecuador","DF",13,264,17,15.5294117647059,0.764705882352941,"Clearances"
" Juliano Belletti","Brazil","2007/08","  - "," Brazil","DF",124,1004,23,43.6521739130435,5.39130434782609,"Clearances"
" Juliano Belletti","Brazil","2008/09","  - "," Brazil","DF",12,364,20,18.2,0.6,"Clearances"
" Juliano Belletti","Brazil","2009/10","  - "," Brazil","DF",11,267,11,24.2727272727273,1,"Clearances"
" Julien Faubert","France","2007/08","  - "," France","DF",3,80,7,11.4285714285714,0.428571428571429,"Clearances"
" Julien Faubert","France","2008/09","  - "," France","DF",43,541,20,27.05,2.15,"Clearances"
" Julien Faubert","France","2009/10","  - "," France","DF",120,1090,33,33.030303030303,3.63636363636364,"Clearances"
" Julien Faubert","France","2010/11","  - "," France","DF",17,188,9,20.8888888888889,1.88888888888889,"Clearances"
" Justin Hoyte","Trinidad And Tobago","2006/07","  - "," Trinidad And Tobago","DF",75,729,22,33.1363636363636,3.40909090909091,"Clearances"
" Justin Hoyte","Trinidad And Tobago","2007/08","  - "," Trinidad And Tobago","DF",13,76,5,15.2,2.6,"Clearances"
" Justin Hoyte","Trinidad And Tobago","2008/09","  - "," Trinidad And Tobago","DF",65,556,22,25.2727272727273,2.95454545454545,"Clearances"
" Kader Mangane","Senegal","2012/13","  - "," Senegal","DF",2,2,2,1,1,"Clearances"
" Kamil Zayatte","Guinea","2008/09","  - "," Guinea","DF",355,744,32,23.25,11.09375,"Clearances"
" Kamil Zayatte","Guinea","2009/10","  - "," Guinea","DF",224,577,23,25.0869565217391,9.73913043478261,"Clearances"
" Karim Rekik","Netherlands","2012/13","  - "," Netherlands","DF",3,60,1,60,3,"Clearances"
" Kaspars Gorkss","Latvia","2012/13","  - "," Latvia","DF",123,318,14,22.7142857142857,8.78571428571429,"Clearances"
" Kevin Foley","Ireland","2009/10","  - "," Ireland","DF",39,946,25,37.84,1.56,"Clearances"
" Kevin Foley","Ireland","2010/11","  - "," Ireland","DF",78,1445,33,43.7878787878788,2.36363636363636,"Clearances"
" Kevin Foley","Ireland","2011/12","  - "," Ireland","DF",33,545,16,34.0625,2.0625,"Clearances"
" Kevin Long","Ireland","2014/15","  - "," Ireland","DF",4,3,1,3,4,"Clearances"
" Kevin Mbabu","Switzerland","2015/16","  - "," Switzerland","DF",2,41,3,13.6666666666667,0.666666666666667,"Clearances"
" Kevin McNaughton","Scotland","2013/14","  - "," Scotland","DF",10,112,5,22.4,2,"Clearances"
" Kevin Stewart","England","2015/16"," Liverpool  "," England","DF",14,450,7,64.2857142857143,2,"Clearances"
" Kévin Théophile-Catherine","France","2013/14","  - "," France","DF",119,870,28,31.0714285714286,4.25,"Clearances"
" Kevin Toner","Ireland","2015/16","  - "," Ireland","DF",18,97,4,24.25,4.5,"Clearances"
" Kevin Wimmer","Austria","2015/16"," Tottenham Hotspur  "," Austria","DF",49,541,10,54.1,4.9,"Clearances"
" Khalid Boulahrouz","Netherlands","2006/07","  - "," Netherlands","DF",53,394,13,30.3076923076923,4.07692307692308,"Clearances"
" Kieran Gibbs","England","2008/09"," Arsenal  "," England","DF",43,272,8,34,5.375,"Clearances"
" Kieran Gibbs","England","2009/10"," Arsenal  "," England","DF",12,165,3,55,4,"Clearances"
" Kieran Gibbs","England","2010/11"," Arsenal  "," England","DF",16,217,7,31,2.28571428571429,"Clearances"
" Kieran Gibbs","England","2011/12"," Arsenal  "," England","DF",35,621,16,38.8125,2.1875,"Clearances"
" Kieran Gibbs","England","2012/13"," Arsenal  "," England","DF",79,1108,27,41.037037037037,2.92592592592593,"Clearances"
" Kieran Gibbs","England","2013/14"," Arsenal  "," England","DF",119,1089,28,38.8928571428571,4.25,"Clearances"
" Kieran Gibbs","England","2014/15"," Arsenal  "," England","DF",64,888,22,40.3636363636364,2.90909090909091,"Clearances"
" Kieran Gibbs","England","2015/16"," Arsenal  "," England","DF",10,198,15,13.2,0.666666666666667,"Clearances"
" Kieran Richardson","England","2006/07","  - "," England","DF",11,310,15,20.6666666666667,0.733333333333333,"Clearances"
" Kieran Richardson","England","2007/08","  - "," England","DF",7,362,17,21.2941176470588,0.411764705882353,"Clearances"
" Kieran Richardson","England","2008/09","  - "," England","DF",20,1126,32,35.1875,0.625,"Clearances"
" Kieran Richardson","England","2009/10","  - "," England","DF",78,949,29,32.7241379310345,2.68965517241379,"Clearances"
" Kieran Richardson","England","2010/11","  - "," England","DF",44,825,26,31.7307692307692,1.69230769230769,"Clearances"
" Kieran Richardson","England","2011/12","  - "," England","DF",83,903,29,31.1379310344828,2.86206896551724,"Clearances"
" Kieran Richardson","England","2012/13","  - "," England","DF",29,380,15,25.3333333333333,1.93333333333333,"Clearances"
" Kieran Richardson","England","2013/14","  - "," England","DF",91,854,31,27.5483870967742,2.93548387096774,"Clearances"
" Kieran Richardson","England","2014/15","  - "," England","DF",25,499,22,22.6818181818182,1.13636363636364,"Clearances"
" Kieran Richardson","England","2015/16","  - "," England","DF",20,269,11,24.4545454545455,1.81818181818182,"Clearances"
" Kieran Trippier","England","2014/15","  - "," England","DF",151,1681,38,44.2368421052632,3.97368421052632,"Clearances"
" Kieran Trippier","England","2015/16"," Tottenham Hotspur  "," England","DF",12,265,6,44.1666666666667,2,"Clearances"
" Kolo Touré","Cote D'Ivoire","2006/07","  - "," Cote D'Ivoire","DF",254,1540,35,44,7.25714285714286,"Clearances"
" Kolo Touré","Cote D'Ivoire","2007/08","  - "," Cote D'Ivoire","DF",312,1223,30,40.7666666666667,10.4,"Clearances"
" Kolo Touré","Cote D'Ivoire","2008/09","  - "," Cote D'Ivoire","DF",222,977,29,33.6896551724138,7.6551724137931,"Clearances"
" Kolo Touré","Cote D'Ivoire","2009/10","  - "," Cote D'Ivoire","DF",257,1160,31,37.4193548387097,8.29032258064516,"Clearances"
" Kolo Touré","Cote D'Ivoire","2010/11","  - "," Cote D'Ivoire","DF",154,931,22,42.3181818181818,7,"Clearances"
" Kolo Touré","Cote D'Ivoire","2011/12","  - "," Cote D'Ivoire","DF",57,435,14,31.0714285714286,4.07142857142857,"Clearances"
" Kolo Touré","Cote D'Ivoire","2012/13","  - "," Cote D'Ivoire","DF",80,430,15,28.6666666666667,5.33333333333333,"Clearances"
" Kolo Touré","Cote D'Ivoire","2013/14","  - "," Cote D'Ivoire","DF",147,707,20,35.35,7.35,"Clearances"
" Kolo Touré","Cote D'Ivoire","2014/15","  - "," Cote D'Ivoire","DF",54,339,12,28.25,4.5,"Clearances"
" Kolo Touré","Cote D'Ivoire","2015/16","  - "," Cote D'Ivoire","DF",45,465,14,33.2142857142857,3.21428571428571,"Clearances"
" Kurt Zouma","France","2014/15"," Chelsea  "," France","DF",45,260,15,17.3333333333333,3,"Clearances"
" Kurt Zouma","France","2015/16"," Chelsea  "," France","DF",123,736,23,32,5.34782608695652,"Clearances"
" Kyle Bartley","England","2012/13","  - "," England","DF",16,84,2,42,8,"Clearances"
" Kyle Bartley","England","2013/14","  - "," England","DF",8,36,2,18,4,"Clearances"
" Kyle Bartley","England","2014/15","  - "," England","DF",31,347,7,49.5714285714286,4.42857142857143,"Clearances"
" Kyle Bartley","England","2015/16","  - "," England","DF",29,127,5,25.4,5.8,"Clearances"
" Kyle Naughton","England","2009/10","  - "," England","DF",NA,NA,1,NA,NA,"Clearances"
" Kyle Naughton","England","2011/12","  - "," England","DF",150,1261,32,39.40625,4.6875,"Clearances"
" Kyle Naughton","England","2012/13","  - "," England","DF",58,666,14,47.5714285714286,4.14285714285714,"Clearances"
" Kyle Naughton","England","2013/14","  - "," England","DF",51,1018,22,46.2727272727273,2.31818181818182,"Clearances"
" Kyle Naughton","England","2014/15"," Swansea City  "," England","DF",37,670,15,44.6666666666667,2.46666666666667,"Clearances"
" Kyle Naughton","England","2015/16"," Swansea City  "," England","DF",65,1081,27,40.037037037037,2.40740740740741,"Clearances"
" Kyle Walker","England","2009/10"," Tottenham Hotspur  "," England","DF",4,54,2,27,2,"Clearances"
" Kyle Walker","England","2010/11"," Tottenham Hotspur  "," England","DF",50,625,16,39.0625,3.125,"Clearances"
" Kyle Walker","England","2011/12"," Tottenham Hotspur  "," England","DF",119,1775,37,47.972972972973,3.21621621621622,"Clearances"
" Kyle Walker","England","2012/13"," Tottenham Hotspur  "," England","DF",184,1599,36,44.4166666666667,5.11111111111111,"Clearances"
" Kyle Walker","England","2013/14"," Tottenham Hotspur  "," England","DF",68,1395,26,53.6538461538462,2.61538461538462,"Clearances"
" Kyle Walker","England","2014/15"," Tottenham Hotspur  "," England","DF",42,755,15,50.3333333333333,2.8,"Clearances"
" Kyle Walker","England","2015/16"," Tottenham Hotspur  "," England","DF",106,1250,33,37.8787878787879,3.21212121212121,"Clearances"
" Lamine Diatta","Senegal","2007/08","  - "," Senegal","DF",1,5,2,2.5,0.5,"Clearances"
" Lamine Koné","Cote D'Ivoire","2015/16"," Sunderland  "," Cote D'Ivoire","DF",138,402,15,26.8,9.2,"Clearances"
" Lars Jacobsen","Denmark","2008/09","  - "," Denmark","DF",18,140,5,28,3.6,"Clearances"
" Lars Jacobsen","Denmark","2009/10","  - "," Denmark","DF",49,305,13,23.4615384615385,3.76923076923077,"Clearances"
" Lars Jacobsen","Denmark","2010/11","  - "," Denmark","DF",86,714,24,29.75,3.58333333333333,"Clearances"
" Lauren","Cameroon","2006/07","  - "," Cameroon","DF",22,286,10,28.6,2.2,"Clearances"
" Lauren","Cameroon","2007/08","  - "," Cameroon","DF",39,385,15,25.6666666666667,2.6,"Clearances"
" Laurent Koscielny","France","2010/11"," Arsenal  "," France","DF",207,1136,30,37.8666666666667,6.9,"Clearances"
" Laurent Koscielny","France","2011/12"," Arsenal  "," France","DF",170,1698,33,51.4545454545455,5.15151515151515,"Clearances"
" Laurent Koscielny","France","2012/13"," Arsenal  "," France","DF",122,765,25,30.6,4.88,"Clearances"
" Laurent Koscielny","France","2013/14"," Arsenal  "," France","DF",234,1269,32,39.65625,7.3125,"Clearances"
" Laurent Koscielny","France","2014/15"," Arsenal  "," France","DF",159,1156,27,42.8148148148148,5.88888888888889,"Clearances"
" Laurent Koscielny","France","2015/16"," Arsenal  "," France","DF",186,1691,33,51.2424242424242,5.63636363636364,"Clearances"
" Leandro Bacuna","Curacao","2013/14","  - "," Curacao","DF",89,1008,35,28.8,2.54285714285714,"Clearances"
" Leandro Bacuna","Curacao","2014/15","  - "," Curacao","DF",18,577,19,30.3684210526316,0.947368421052632,"Clearances"
" Leandro Bacuna","Curacao","2015/16","  - "," Curacao","DF",53,1133,31,36.5483870967742,1.70967741935484,"Clearances"
" Ledley King","England","2006/07","  - "," England","DF",162,713,21,33.9523809523809,7.71428571428571,"Clearances"
" Ledley King","England","2007/08","  - "," England","DF",39,105,4,26.25,9.75,"Clearances"
" Ledley King","England","2008/09","  - "," England","DF",257,747,24,31.125,10.7083333333333,"Clearances"
" Ledley King","England","2009/10","  - "," England","DF",131,538,20,26.9,6.55,"Clearances"
" Ledley King","England","2010/11","  - "," England","DF",46,232,6,38.6666666666667,7.66666666666667,"Clearances"
" Ledley King","England","2011/12","  - "," England","DF",132,833,21,39.6666666666667,6.28571428571429,"Clearances"
" Lee Young-Pyo","South Korea","2006/07","  - "," South Korea","DF",89,720,21,34.2857142857143,4.23809523809524,"Clearances"
" Lee Young-Pyo","South Korea","2007/08","  - "," South Korea","DF",134,621,18,34.5,7.44444444444444,"Clearances"
" Leigh Bromby","England","2006/07","  - "," England","DF",76,344,17,20.2352941176471,4.47058823529412,"Clearances"
" Leighton Baines","England","2006/07","  - "," England","DF",144,1050,35,30,4.11428571428571,"Clearances"
" Leighton Baines","England","2007/08"," Everton  "," England","DF",74,397,22,18.0454545454545,3.36363636363636,"Clearances"
" Leighton Baines","England","2008/09"," Everton  "," England","DF",77,1092,31,35.2258064516129,2.48387096774194,"Clearances"
" Leighton Baines","England","2009/10"," Everton  "," England","DF",141,1464,37,39.5675675675676,3.81081081081081,"Clearances"
" Leighton Baines","England","2010/11"," Everton  "," England","DF",103,1467,38,38.6052631578947,2.71052631578947,"Clearances"
" Leighton Baines","England","2011/12"," Everton  "," England","DF",75,1340,33,40.6060606060606,2.27272727272727,"Clearances"
" Leighton Baines","England","2012/13"," Everton  "," England","DF",75,1663,38,43.7631578947368,1.97368421052632,"Clearances"
" Leighton Baines","England","2013/14"," Everton  "," England","DF",76,1521,32,47.53125,2.375,"Clearances"
" Leighton Baines","England","2014/15"," Everton  "," England","DF",88,1520,31,49.0322580645161,2.83870967741935,"Clearances"
" Leighton Baines","England","2015/16"," Everton  "," England","DF",42,756,18,42,2.33333333333333,"Clearances"
" Lennard Sowah","Germany","2009/10","  - "," Germany","DF",17,93,5,18.6,3.4,"Clearances"
" Leon Barnett","England","2008/09","  - "," England","DF",143,259,11,23.5454545454545,13,"Clearances"
